precision,recall,f1,result_labels,id
1.0,0.16666666666666666,0.2857142857142857,[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],28_LDA_5_True_DBSCAN_0.8_2.csv
0.4,0.3333333333333333,0.3636363636363636,[1 0 1 1 0 0 1 0 0 0 0 0 0 0 1 0 0],28_LDA_10_True_DBSCAN_0.8_2.csv
0.3333333333333333,0.5,0.4,[0 1 0 1 1 0 1 0 0 0 1 0 0 1 1 1 1],28_LDA_20_True_DBSCAN_0.8_2.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],28_LDA_5_True_DBSCAN_0.9_2.csv
0.5,0.16666666666666666,0.25,[1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],28_LDA_10_True_DBSCAN_0.9_2.csv
0.375,0.5,0.42857142857142855,[0 1 1 0 0 1 1 0 1 0 0 1 0 1 1 0 0],28_LDA_20_True_DBSCAN_0.9_2.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0],28_LDA_5_True_DBSCAN_1.0_2.csv
0.6666666666666666,0.3333333333333333,0.4444444444444444,[0 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0],28_LDA_10_True_DBSCAN_1.0_2.csv
0.25,0.16666666666666666,0.2,[0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 1],28_LDA_20_True_DBSCAN_1.0_2.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],28_LDA_5_True_DBSCAN_1.1_2.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],28_LDA_10_True_DBSCAN_1.1_2.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],28_LDA_20_True_DBSCAN_1.1_2.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],28_LDA_5_True_DBSCAN_1.2_2.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],28_LDA_10_True_DBSCAN_1.2_2.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],28_LDA_20_True_DBSCAN_1.2_2.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],28_LDA_5_True_DBSCAN_1.3_2.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],28_LDA_10_True_DBSCAN_1.3_2.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],28_LDA_20_True_DBSCAN_1.3_2.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],28_LDA_5_True_DBSCAN_1.4_2.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],28_LDA_10_True_DBSCAN_1.4_2.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],28_LDA_20_True_DBSCAN_1.4_2.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],28_LDA_5_True_DBSCAN_1.5_2.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],28_LDA_10_True_DBSCAN_1.5_2.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],28_LDA_20_True_DBSCAN_1.5_2.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],28_LDA_5_True_DBSCAN_1.6_2.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],28_LDA_10_True_DBSCAN_1.6_2.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],28_LDA_20_True_DBSCAN_1.6_2.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],28_LDA_5_True_DBSCAN_1.7_2.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],28_LDA_10_True_DBSCAN_1.7_2.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],28_LDA_20_True_DBSCAN_1.7_2.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],28_LDA_5_True_DBSCAN_1.8_2.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],28_LDA_10_True_DBSCAN_1.8_2.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],28_LDA_20_True_DBSCAN_1.8_2.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],28_LDA_5_True_DBSCAN_1.9_2.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],28_LDA_10_True_DBSCAN_1.9_2.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],28_LDA_20_True_DBSCAN_1.9_2.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],28_LDA_5_True_DBSCAN_2.0_2.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],28_LDA_10_True_DBSCAN_2.0_2.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],28_LDA_20_True_DBSCAN_2.0_2.csv
0.14285714285714285,0.16666666666666666,0.15384615384615383,[0 1 0 1 0 0 0 1 1 1 0 1 0 0 1 0 0],28_LDA_5_True_DBSCAN_0.1_3.csv
0.5,0.8333333333333334,0.625,[1 1 1 0 0 0 1 0 1 1 1 1 1 0 1 0 0],28_LDA_10_True_DBSCAN_0.1_3.csv
0.35294117647058826,1.0,0.5217391304347826,[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],28_LDA_20_True_DBSCAN_0.1_3.csv
1.0,0.16666666666666666,0.2857142857142857,[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],28_LDA_5_True_DBSCAN_0.2_3.csv
0.42857142857142855,0.5,0.4615384615384615,[0 0 1 1 0 0 0 0 1 0 0 0 1 1 1 1 0],28_LDA_10_True_DBSCAN_0.2_3.csv
0.4,0.6666666666666666,0.5,[1 1 1 0 1 1 1 0 1 1 0 1 0 1 0 0 0],28_LDA_20_True_DBSCAN_0.2_3.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],28_LDA_5_True_DBSCAN_0.3_3.csv
0.3076923076923077,0.6666666666666666,0.42105263157894735,[1 1 1 1 1 1 1 0 1 0 1 1 0 1 1 1 0],28_LDA_10_True_DBSCAN_0.3_3.csv
0.36363636363636365,0.6666666666666666,0.4705882352941177,[1 1 1 0 1 1 1 1 1 0 0 0 1 1 1 0 0],28_LDA_20_True_DBSCAN_0.3_3.csv
0.0,0.0,0.0,[0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0],28_LDA_5_True_DBSCAN_0.4_3.csv
0.125,0.16666666666666666,0.14285714285714288,[1 1 0 0 1 0 0 0 1 0 0 1 1 0 1 1 0],28_LDA_10_True_DBSCAN_0.4_3.csv
0.35714285714285715,0.8333333333333334,0.5,[0 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1],28_LDA_20_True_DBSCAN_0.4_3.csv
0.5,0.16666666666666666,0.25,[0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0],28_LDA_5_True_DBSCAN_0.5_3.csv
0.4444444444444444,0.6666666666666666,0.5333333333333333,[1 0 0 0 1 1 1 0 0 1 1 0 1 0 1 0 1],28_LDA_10_True_DBSCAN_0.5_3.csv
0.35294117647058826,1.0,0.5217391304347826,[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],28_LDA_20_True_DBSCAN_0.5_3.csv
0.5,0.16666666666666666,0.25,[0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0],28_LDA_5_True_DBSCAN_0.6_3.csv
0.23076923076923078,0.5,0.3157894736842105,[1 1 1 1 1 1 0 1 0 1 0 1 1 0 1 1 1],28_LDA_10_True_DBSCAN_0.6_3.csv
0.36363636363636365,0.6666666666666666,0.4705882352941177,[1 0 0 0 1 1 1 1 0 1 1 1 1 0 1 0 1],28_LDA_20_True_DBSCAN_0.6_3.csv
0.0,0.0,0.0,[0 1 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0],28_LDA_5_True_DBSCAN_0.7_3.csv
0.3333333333333333,0.5,0.4,[0 1 1 1 1 0 1 0 1 0 1 1 0 0 1 0 0],28_LDA_10_True_DBSCAN_0.7_3.csv
0.2727272727272727,0.5,0.3529411764705882,[1 1 0 1 1 1 0 1 0 1 0 0 1 1 0 1 1],28_LDA_20_True_DBSCAN_0.7_3.csv
0.5,0.16666666666666666,0.25,[0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0],28_LDA_5_True_DBSCAN_0.8_3.csv
0.4444444444444444,0.6666666666666666,0.5333333333333333,[1 0 0 0 0 0 1 1 0 1 0 1 1 1 1 0 1],28_LDA_10_True_DBSCAN_0.8_3.csv
0.2857142857142857,0.6666666666666666,0.4,[1 1 0 0 1 1 1 1 1 1 1 1 0 1 1 1 1],28_LDA_20_True_DBSCAN_0.8_3.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0],28_LDA_5_True_DBSCAN_0.9_3.csv
0.25,0.3333333333333333,0.28571428571428575,[0 1 0 0 0 1 1 1 0 0 0 1 1 0 1 1 0],28_LDA_10_True_DBSCAN_0.9_3.csv
0.2857142857142857,0.6666666666666666,0.4,[1 1 1 1 1 1 0 1 1 1 1 0 1 0 1 1 1],28_LDA_20_True_DBSCAN_0.9_3.csv
0.0,0.0,0.0,[1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0],28_LDA_5_True_DBSCAN_1.0_3.csv
0.18181818181818182,0.3333333333333333,0.23529411764705885,[1 1 0 1 1 0 0 1 1 1 1 1 0 0 1 1 0],28_LDA_10_True_DBSCAN_1.0_3.csv
0.35294117647058826,1.0,0.5217391304347826,[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],28_LDA_20_True_DBSCAN_1.0_3.csv
0.5,0.16666666666666666,0.25,[0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0],28_LDA_5_True_DBSCAN_1.1_3.csv
0.36363636363636365,0.6666666666666666,0.4705882352941177,[1 1 0 0 1 1 0 0 0 1 1 1 1 1 0 1 1],28_LDA_10_True_DBSCAN_1.1_3.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],28_LDA_20_True_DBSCAN_1.1_3.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],28_LDA_5_True_DBSCAN_1.2_3.csv
0.0,0.0,0.0,[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],28_LDA_10_True_DBSCAN_1.2_3.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],28_LDA_20_True_DBSCAN_1.2_3.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],28_LDA_5_True_DBSCAN_1.3_3.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],28_LDA_10_True_DBSCAN_1.3_3.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],28_LDA_20_True_DBSCAN_1.3_3.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],28_LDA_5_True_DBSCAN_1.4_3.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],28_LDA_10_True_DBSCAN_1.4_3.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],28_LDA_20_True_DBSCAN_1.4_3.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],28_LDA_5_True_DBSCAN_1.5_3.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],28_LDA_10_True_DBSCAN_1.5_3.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],28_LDA_20_True_DBSCAN_1.5_3.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],28_LDA_5_True_DBSCAN_1.6_3.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],28_LDA_10_True_DBSCAN_1.6_3.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],28_LDA_20_True_DBSCAN_1.6_3.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],28_LDA_5_True_DBSCAN_1.7_3.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],28_LDA_10_True_DBSCAN_1.7_3.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],28_LDA_20_True_DBSCAN_1.7_3.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],28_LDA_5_True_DBSCAN_1.8_3.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],28_LDA_10_True_DBSCAN_1.8_3.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],28_LDA_20_True_DBSCAN_1.8_3.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],28_LDA_5_True_DBSCAN_1.9_3.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],28_LDA_10_True_DBSCAN_1.9_3.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],28_LDA_20_True_DBSCAN_1.9_3.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],28_LDA_5_True_DBSCAN_2.0_3.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],28_LDA_10_True_DBSCAN_2.0_3.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],28_LDA_20_True_DBSCAN_2.0_3.csv
0.2857142857142857,0.3333333333333333,0.30769230769230765,[1 1 0 1 0 0 1 0 0 0 0 0 1 0 1 0 1],28_LDA_5_True_DBSCAN_0.1_4.csv
0.35294117647058826,1.0,0.5217391304347826,[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],28_LDA_10_True_DBSCAN_0.1_4.csv
0.25,0.5,0.3333333333333333,[1 1 0 1 1 0 1 1 1 0 1 1 0 1 1 0 1],28_LDA_20_True_DBSCAN_0.1_4.csv
0.5714285714285714,0.6666666666666666,0.6153846153846153,[1 0 0 0 0 0 1 0 0 1 0 1 1 1 1 0 0],28_LDA_5_True_DBSCAN_0.2_4.csv
0.23076923076923078,0.5,0.3157894736842105,[0 1 0 1 1 1 1 1 1 1 0 1 0 1 1 1 1],28_LDA_10_True_DBSCAN_0.2_4.csv
0.38461538461538464,0.8333333333333334,0.5263157894736842,[1 0 1 1 1 1 1 0 0 1 1 1 0 1 1 1 1],28_LDA_20_True_DBSCAN_0.2_4.csv
0.0,0.0,0.0,[0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0],28_LDA_5_True_DBSCAN_0.3_4.csv
0.3076923076923077,0.6666666666666666,0.42105263157894735,[1 0 0 1 1 1 1 1 1 1 1 1 0 1 1 1 0],28_LDA_10_True_DBSCAN_0.3_4.csv
0.35294117647058826,1.0,0.5217391304347826,[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],28_LDA_20_True_DBSCAN_0.3_4.csv
0.3333333333333333,0.16666666666666666,0.2222222222222222,[0 0 0 1 0 0 0 0 1 0 1 0 0 0 0 0 0],28_LDA_5_True_DBSCAN_0.4_4.csv
0.23076923076923078,0.5,0.3157894736842105,[1 0 0 1 1 1 1 1 1 0 1 1 0 1 1 1 1],28_LDA_10_True_DBSCAN_0.4_4.csv
0.35294117647058826,1.0,0.5217391304347826,[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],28_LDA_20_True_DBSCAN_0.4_4.csv
0.25,0.16666666666666666,0.2,[0 0 0 0 1 1 0 0 0 0 0 0 0 1 1 0 0],28_LDA_5_True_DBSCAN_0.5_4.csv
0.3076923076923077,0.6666666666666666,0.42105263157894735,[1 1 1 1 1 0 1 0 1 0 1 1 0 1 1 1 1],28_LDA_10_True_DBSCAN_0.5_4.csv
0.35294117647058826,1.0,0.5217391304347826,[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],28_LDA_20_True_DBSCAN_0.5_4.csv
0.75,0.5,0.6,[0 1 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0],28_LDA_5_True_DBSCAN_0.6_4.csv
0.3076923076923077,0.6666666666666666,0.42105263157894735,[1 0 0 1 0 1 1 1 1 0 1 1 1 1 1 1 1],28_LDA_10_True_DBSCAN_0.6_4.csv
0.38461538461538464,0.8333333333333334,0.5263157894736842,[1 1 1 1 1 1 0 1 0 1 1 1 1 1 0 0 1],28_LDA_20_True_DBSCAN_0.6_4.csv
0.6,0.5,0.5454545454545454,[0 0 1 0 0 0 0 1 0 0 0 1 1 1 0 0 0],28_LDA_5_True_DBSCAN_0.7_4.csv
0.2222222222222222,0.3333333333333333,0.26666666666666666,[0 1 1 0 0 1 0 0 1 0 0 1 1 0 1 1 1],28_LDA_10_True_DBSCAN_0.7_4.csv
0.35294117647058826,1.0,0.5217391304347826,[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],28_LDA_20_True_DBSCAN_0.7_4.csv
0.25,0.16666666666666666,0.2,[0 0 0 1 0 1 0 0 0 0 1 0 0 0 1 0 0],28_LDA_5_True_DBSCAN_0.8_4.csv
0.3333333333333333,0.6666666666666666,0.4444444444444444,[0 1 1 1 1 0 1 1 1 0 1 1 1 0 0 1 1],28_LDA_10_True_DBSCAN_0.8_4.csv
0.35294117647058826,1.0,0.5217391304347826,[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],28_LDA_20_True_DBSCAN_0.8_4.csv
0.2857142857142857,0.3333333333333333,0.30769230769230765,[1 1 0 0 0 0 0 1 0 0 1 1 1 0 1 0 0],28_LDA_5_True_DBSCAN_0.9_4.csv
0.4444444444444444,0.6666666666666666,0.5333333333333333,[0 0 1 1 1 1 1 0 1 0 0 0 1 1 0 0 1],28_LDA_10_True_DBSCAN_0.9_4.csv
0.35294117647058826,1.0,0.5217391304347826,[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],28_LDA_20_True_DBSCAN_0.9_4.csv
0.3333333333333333,0.16666666666666666,0.2222222222222222,[0 0 0 0 1 0 0 0 1 0 1 0 0 0 0 0 0],28_LDA_5_True_DBSCAN_1.0_4.csv
0.35294117647058826,1.0,0.5217391304347826,[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],28_LDA_10_True_DBSCAN_1.0_4.csv
0.46153846153846156,1.0,0.631578947368421,[1 1 1 1 1 1 1 0 0 1 1 0 1 1 1 0 1],28_LDA_20_True_DBSCAN_1.0_4.csv
0.25,0.5,0.3333333333333333,[1 0 0 1 1 1 1 1 1 0 1 0 0 1 1 1 1],28_LDA_5_True_DBSCAN_1.1_4.csv
0.25,0.16666666666666666,0.2,[0 1 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0],28_LDA_10_True_DBSCAN_1.1_4.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],28_LDA_20_True_DBSCAN_1.1_4.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],28_LDA_5_True_DBSCAN_1.2_4.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],28_LDA_10_True_DBSCAN_1.2_4.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],28_LDA_20_True_DBSCAN_1.2_4.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],28_LDA_5_True_DBSCAN_1.3_4.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],28_LDA_10_True_DBSCAN_1.3_4.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],28_LDA_20_True_DBSCAN_1.3_4.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],28_LDA_5_True_DBSCAN_1.4_4.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],28_LDA_10_True_DBSCAN_1.4_4.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],28_LDA_20_True_DBSCAN_1.4_4.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],28_LDA_5_True_DBSCAN_1.5_4.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],28_LDA_10_True_DBSCAN_1.5_4.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],28_LDA_20_True_DBSCAN_1.5_4.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],28_LDA_5_True_DBSCAN_1.6_4.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],28_LDA_10_True_DBSCAN_1.6_4.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],28_LDA_20_True_DBSCAN_1.6_4.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],28_LDA_5_True_DBSCAN_1.7_4.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],28_LDA_10_True_DBSCAN_1.7_4.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],28_LDA_20_True_DBSCAN_1.7_4.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],28_LDA_5_True_DBSCAN_1.8_4.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],28_LDA_10_True_DBSCAN_1.8_4.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],28_LDA_20_True_DBSCAN_1.8_4.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],28_LDA_5_True_DBSCAN_1.9_4.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],28_LDA_10_True_DBSCAN_1.9_4.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],28_LDA_20_True_DBSCAN_1.9_4.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],28_LDA_5_True_DBSCAN_2.0_4.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],28_LDA_10_True_DBSCAN_2.0_4.csv
0.0,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],28_LDA_20_True_DBSCAN_2.0_4.csv
